home,Defer,,,,,,,,,,,,,,,,,,,
/0.25,/0.5,/0.75,Defer,,,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
home,/resova,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,,,,
/resova,Defer,,,,,,,,,,,,,,,,,,,
/0.25,Defer,,,,,,,,,,,,,,,,,,,
/0.25,/0.5,/0.75,Defer,,,,,,,,,,,,,,,,,
home,/resova,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
/resova,/0.25,/0.5,/0.75,/1,/resova,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,
/0.25,/0.5,Defer,,,,,,,,,,,,,,,,,,
/resova,/resova/items/view/5,/resova/items/view/8,/resova,/resova/items/view/8,/0.25,/0.5,/0.75,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,
/resova,/resova/items/view/5,/resova/items/view/8,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,,,
home,/resova,/resova/items/view/5,/resova/items/view/8,Buy,,,,,,,,,,,,,,,,
/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,,,,,,
/bridge-of-embers,/0.25,/0.5,/bridge-of-embers/0.75,/bridge-of-embers/1,,Defer,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
home,/resova,/0.25,/0.5,/0.75,/1,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,
/0.25,/0.5,Defer,,,,,,,,,,,,,,,,,,
/resova,/0.25,/0.5,/0.75,/1,/resova,Buy,,,,,,,,,,,,,,
/dance-of-the-bear,/0.25,/dance-of-the-bear/0.25,/dance-of-the-bear/0.5,Defer,,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
home,/resova,Buy,,,,,,,,,,,,,,,,,,
/resova,/resova/items/view/8,/resova,/resova/items/view/8,/0.25,/0.25,/0.5,/0.75,/1,/0.25,/0.5,/0.75,/1,/0.25,/0.5,/0.75,/1,Defer,,,
/resova,/resova/items/view/5,/resova/items/view/8,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
/0.25,/0.5,/0.75,Defer,,,,,,,,,,,,,,,,,
/0.25,/0.5,/0.75,Defer,,,,,,,,,,,,,,,,,
/resova,/resova/items/view/8,/0.25,/0.5,/0.75,/1,/0.25,/0.5,/0.75,Defer,,,,,,,,,,,
/resova,/resova/items/view/5,/0.25,/0.5,/0.75,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,
/0.25,Defer,,,,,,,,,,,,,,,,,,,
/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,,,,,,
home,/resova,/0.25,/0.5,/0.75,/1,home,/resova,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,
/resova/items/view/5,Defer,,,,,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
/0.25,Defer,,,,,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
/resova,/resova/items/view/5,/resova,/resova/items/view/8,Buy,,,,,,,,,,,,,,,,
/resova,/resova/items/view/5,/0.25,/0.5,/0.75,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,
/0.25,/0.5,Defer,,,,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
/resova,/resova/items/view/5,/resova,Buy,,,,,,,,,,,,,,,,,
/0.25,/0.5,Defer,,,,,,,,,,,,,,,,,,
/0.25,/0.5,/0.75,/1,/0.25,Defer,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
/0.25,/0.5,/0.75,Defer,,,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
/resova,/resova/items/view/5,/resova/items/view/8,/resova,/resova/items/view/8,/resova,Buy,,,,,,,,,,,,,,
/0.25,/0.5,Defer,,,,,,,,,,,,,,,,,,
/resova,/resova/items/view/5,/0.25,/0.5,/0.75,/1,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
/resova,/resova/items/view/8,/0.25,/0.5,/0.75,/1,/resova/items/view/8,Defer,,,,,,,,,,,,,
/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
/0.25,/0.5,/0.75,/1,/resova,/resova/items/view/5,/0.25,/0.5,/0.75,/1,/0.25,/0.5,/0.75,/1,Defer,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
/0.25,/0.5,Defer,,,,,,,,,,,,,,,,,,
/0.25,/0.5,Defer,,,,,,,,,,,,,,,,,,
/dance-of-the-bear,/0.25,/0.5,/0.75,/dance-of-the-bear/1,Defer,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
/0.25,/0.5,Defer,,,,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,,,,,,
/bridge-of-embers,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
/resova,/0.25,/0.5,/1,/0.75,Defer,,,,,,,,,,,,,,,
/0.25,Defer,,,,,,,,,,,,,,,,,,,
/resova,/resova/items/view/5,Buy,,,,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
/0.25,Defer,,,,,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
/resova,/resova/items/view/5,/resova,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
/resova,/0.25,/0.5,/0.75,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,,,,,,
/0.25,Defer,,,,,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
/dance-of-the-bear,/resova,/dance-of-the-bear,/0.25,/dance-of-the-bear/0.5,/dance-of-the-bear/0.75,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
/0.25,Defer,,,,,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
/0.25,/0.5,/0.75,Defer,,,,,,,,,,,,,,,,,
/0.25,Defer,,,,,,,,,,,,,,,,,,,
/dance-of-the-bear,/bridge-of-embers,/dance-of-the-bear,/bridge-of-embers,/resova,/0.25,/0.5,/0.75,/1,/0.25,/0.5,/bridge-of-embers/0.75,/0.25,/0.5,/0.75,/1,/0.25,/0.5,/0.75,/1,Defer
/0.25,/0.5,/0.75,Defer,,,,,,,,,,,,,,,,,
/0.25,Defer,,,,,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
/0.25,/0.5,/0.75,/0.25,/0.5,/0.75,/1,/0.25,/0.5,Defer,,,,,,,,,,,
home,/resova,/resova/items/view/5,/resova,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,,
/resova,/resova/items/view/5,/resova,/resova/items/view/5,/resova/items/view/8,Buy,,,,,,,,,,,,,,,
home,/resova,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,,,,
/0.25,/0.5,/0.75,Defer,,,,,,,,,,,,,,,,,
/dance-of-the-bear,/resova/items/view/5,/bridge-of-embers,/resova/items/view/8,/resova/items/view/8,Buy,,,,,,,,,,,,,,,
/resova,/resova/items/view/5,/resova,Buy,,,,,,,,,,,,,,,,,
/resova,Defer,,,,,,,,,,,,,,,,,,,
/0.25,/0.5,/0.75,/1,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
home,/resova,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,,,,
/0.25,/0.5,/0.75,Defer,,,,,,,,,,,,,,,,,
/resova,/resova/items/view/8,/0.25,/0.5,/0.75,/1,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
/dance-of-the-bear,Defer,,,,,,,,,,,,,,,,,,,
/resova,/resova/items/view/5,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,,,,
home,/resova,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
/0.25,/0.5,/0.75,Defer,,,,,,,,,,,,,,,,,
/resova,/resova/items/view/5,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
/0.25,Defer,,,,,,,,,,,,,,,,,,,
/resova,/resova/items/view/8,/0.25,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,,,
home,/resova,/resova/items/view/5,Buy,,,,,,,,,,,,,,,,,
/resova,/0.25,/0.5,/0.25,/0.5,/1,/0.75,Defer,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
/dance-of-the-bear,/bridge-of-embers,/resova,/0.25,/0.5,/0.75,/dance-of-the-bear/1,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,
/dance-of-the-bear,/0.25,/0.5,/0.75,/dance-of-the-bear/1,,,Defer,,,,,,,,,,,,,
/resova,/resova/items/view/5,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,,,,
/resova,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,,,,,
/resova,/resova/items/view/5,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
/resova,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,,,,,
/resova,/0.25,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,,,,
/resova,/resova/items/view/5,/resova,/0.25,/0.5,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,
home,/resova,Buy,,,,,,,,,,,,,,,,,,
/resova,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,,,,,
/0.25,Defer,,,,,,,,,,,,,,,,,,,
/0.25,Defer,,,,,,,,,,,,,,,,,,,
/resova,/resova/items/view/8,Defer,,,,,,,,,,,,,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
/0.25,Defer,,,,,,,,,,,,,,,,,,,
/resova,Buy,,,,,,,,,,,,,,,,,,,
/resova,/resova/items/view/5,/resova/items/view/8,/resova,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,,
/0.25,/0.5,/0.75,/bridge-of-embers,/resova,/resova/items/view/8,/resova,/resova/items/view/5,/bridge-of-embers/0.25,/bridge-of-embers/0.5,/0.25,/0.5,/0.75,/1,Defer,,,,,,
home,Defer,,,,,,,,,,,,,,,,,,,
/0.25,Defer,,,,,,,,,,,,,,,,,,,
/dance-of-the-bear,Defer,,,,,,,,,,,,,,,,,,,
/resova,/resova/items/view/8,/0.25,/0.5,/0.25,/0.5,/0.75,/1,Defer,,,,,,,,,,,,
